"","strain","set","DPI","aviary","isolate","bird_id","sex","eyescore_right","eyescore_left","rpa_antibodies","mg_abundance","eyescore_sum","status"
"345","east","C",45,"F","NC2008","R.WW (index)","M",NA,NA,NA,NA,NA,"dead"
"346","east","C",52,"F","NC2008","R.WW (index)","M",NA,NA,NA,NA,NA,"dead"
"347","east","C",59,"F","NC2008","R.WW (index)","M",NA,NA,NA,NA,NA,"dead"
"348","east","C",64,"F","NC2008","R.WW (index)","M",NA,NA,NA,NA,NA,"dead"
"349","east","D",4,"E","NC2008","P.GDb (ind)","F",1,1,NA,240959,2,"alive"
"350","east","D",10,"E","NC2008","P.GDb (ind)","F",1,1,NA,12920,2,"alive"
"351","east","D",17,"E","NC2008","P.GDb (ind)","F",1,2,1,40600,3,"alive"
"352","east","D",31,"E","NC2008","P.GDb (ind)","F",1,1,1,2098,2,"alive"
"353","east","D",38,"E","NC2008","P.GDb (ind)","F",0,0,NA,0,0,"alive"
"354","east","D",45,"E","NC2008","P.GDb (ind)","F",0,0,0,0,0,"alive"
"355","east","D",52,"E","NC2008","P.GDb (ind)","F",0,0,NA,2280,0,"alive"
"356","east","D",59,"E","NC2008","P.GDb (ind)","F",0,0,1,0,0,"alive"
"357","east","D",4,"E","NC2008","Db.WO (ind)","M",2,2,NA,534194,4,"alive"
"358","east","D",10,"E","NC2008","Db.WO (ind)","M",3,3,NA,3470,6,"alive"
"359","east","D",17,"E","NC2008","Db.WO (ind)","M",3,3,1,592000,6,"alive"
"360","east","D",31,"E","NC2008","Db.WO (ind)","M",3,3,1,3800000,6,"alive"
"361","east","D",38,"E","NC2008","Db.WO (ind)","M",3,3,NA,270000,6,"alive"
"362","east","D",45,"E","NC2008","Db.WO (ind)","M",3,3,1,333000,6,"alive"
"363","east","D",52,"E","NC2008","Db.WO (ind)","M",3,3,NA,360400,6,"alive"
"364","east","D",59,"E","NC2008","Db.WO (ind)","M",3,3,1,144850,6,"alive"
"365","east","D",4,"F","NC2008","B.GR index","M",3,3,NA,189377,6,"alive"
"366","east","D",10,"F","NC2008","B.GR index","M",3,3,NA,17070,6,"alive"
"367","east","D",17,"F","NC2008","B.GR index","M",3,3,1,84900,6,"alive"
"368","east","D",31,"F","NC2008","B.GR index","M",3,3,1,2000,6,"alive"
"369","east","D",38,"F","NC2008","B.GR index","M",3,3,NA,0,6,"alive"
"370","east","D",45,"F","NC2008","B.GR index","M",1,3,1,0,4,"alive"
"371","east","D",52,"F","NC2008","B.GR index","M",1,2,NA,0,3,"alive"
"372","east","D",59,"F","NC2008","B.GR index","M",1,1,1,0,2,"alive"
"373","east","C",4,"A","VA2013","P.P(index)","M",2,2,NA,0,4,"alive"
"374","east","C",10,"A","VA2013","P.P(index)","M",3,3,NA,31.2548,6,"alive"
"375","east","C",17,"A","VA2013","P.P(index)","M",2,1,1,33790,3,"alive"
"376","east","C",24,"A","VA2013","P.P(index)","M",2,0,NA,0,2,"alive"
"377","east","C",31,"A","VA2013","P.P(index)","M",0,0,1,0,0,"alive"
"378","east","C",38,"A","VA2013","P.P(index)","M",0,0,NA,0,0,"alive"
"379","east","C",45,"A","VA2013","P.P(index)","M",0,0,1,0,0,"alive"
"380","east","C",52,"A","VA2013","P.P(index)","M",0,0,NA,0,0,"alive"
"381","east","C",59,"A","VA2013","P.P(index)","M",0,0,0,0,0,"alive"
"382","east","C",64,"A","VA2013","P.P(index)","M",0,0,NA,0,0,"alive"
"383","east","C",4,"A","VA2013","W.G (index)","F",1,2,NA,25.6231,3,"alive"
"384","east","C",10,"A","VA2013","W.G (index)","F",3,3,NA,28.7702,6,"alive"
"385","east","C",17,"A","VA2013","W.G (index)","F",3,3,1,9794100,6,"alive"
"386","east","C",24,"A","VA2013","W.G (index)","F",3,3,NA,215866,6,"alive"
"387","east","C",31,"A","VA2013","W.G (index)","F",2,2,1,209380,4,"alive"
"388","east","C",38,"A","VA2013","W.G (index)","F",3,3,NA,1144670,6,"alive"
"389","east","C",45,"A","VA2013","W.G (index)","F",3,3,1,0,6,"alive"
"390","east","C",52,"A","VA2013","W.G (index)","F",2,2,NA,7706100,4,"alive"
"391","east","C",59,"A","VA2013","W.G (index)","F",2,2,1,0,4,"alive"
"392","east","C",64,"A","VA2013","W.G (index)","F",1,1,NA,0,2,"alive"
"393","east","C",4,"B","VA2013","B.P (INDEX)","M",2,1,NA,26.2609,3,"alive"
"394","east","C",10,"B","VA2013","B.P (INDEX)","M",3,3,NA,2300000,6,"alive"
"395","east","C",17,"B","VA2013","B.P (INDEX)","M",3,3,1,711700,6,"alive"
"396","east","C",24,"B","VA2013","B.P (INDEX)","M",3,3,NA,58142,6,"alive"
"397","east","C",31,"B","VA2013","B.P (INDEX)","M",1,3,1,333270,4,"alive"
"398","east","C",38,"B","VA2013","B.P (INDEX)","M",1,2,NA,0,3,"alive"
"399","east","C",45,"B","VA2013","B.P (INDEX)","M",0,0,1,0,0,"alive"
"400","east","C",52,"B","VA2013","B.P (INDEX)","M",1,0,NA,80305,1,"alive"
"401","east","C",59,"B","VA2013","B.P (INDEX)","M",0,0,1,0,0,"alive"
"402","east","C",64,"B","VA2013","B.P (INDEX)","M",0,0,NA,0,0,"alive"
"403","east","C",4,"B","VA2013","Lb.B(index)","F",2,2,NA,28.7829,4,"alive"
"404","east","C",10,"B","VA2013","Lb.B(index)","F",3,3,NA,3420430,6,"alive"
"405","east","C",17,"B","VA2013","Lb.B(index)","F",3,3,1,3063000,6,"alive"
"406","east","C",24,"B","VA2013","Lb.B(index)","F",1,1,NA,0,2,"alive"
"407","east","C",31,"B","VA2013","Lb.B(index)","F",0,0,1,0,0,"alive"
"408","east","C",38,"B","VA2013","Lb.B(index)","F",0,0,NA,0,0,"alive"
"409","east","C",45,"B","VA2013","Lb.B(index)","F",1,0,1,0,1,"alive"
"410","east","C",52,"B","VA2013","Lb.B(index)","F",1,0,NA,2346300,1,"alive"
"411","east","C",59,"B","VA2013","Lb.B(index)","F",0,0,1,0,0,"alive"
"412","east","C",64,"B","VA2013","Lb.B(index)","F",0,0,NA,0,0,"alive"
